,Round,Demograph,Demograph_Value,Indicator,Indicator_Value,Weighted_Count
0,R1,Total,Total_Total,FCG_Acceptable,0.8145722042542969,417.0
1,R1,Division,Division_Central/Eastern,FCG_Acceptable,0.829185107964061,192.9
2,R1,Division,Division_Northern,FCG_Acceptable,0.6403403497011223,66.9
3,R1,Division,Division_Western,FCG_Acceptable,0.8707682928869804,157.3
4,R1,PrefLang,PrefLang_English,FCG_Acceptable,0.8793083695159515,272.9
5,R1,PrefLang,PrefLang_Fijian,FCG_Acceptable,0.6835746781318557,137.1
6,R1,PrefLang,PrefLang_Hindi,FCG_Acceptable,0.8553863942925093,7.0
7,R1,Rural,Rural_Rural,FCG_Acceptable,0.7162517727056715,201.4
8,R1,Rural,Rural_Urban,FCG_Acceptable,0.9064346550519877,215.6
9,R1,HHHSex,HHHSex_Female,FCG_Acceptable,0.8249337939488951,77.6
10,R1,HHHSex,HHHSex_Male,FCG_Acceptable,0.8116177938796915,338.3
11,R1,HHHSex,HHHSex_Other,FCG_Acceptable,1.0,1.1
12,R1,HH_04,HH_04_No,FCG_Acceptable,0.8185713781018152,286.4
13,R1,HH_04,HH_04_Yes,FCG_Acceptable,0.8057981126956474,130.6
14,R1,HH_Disabled,HH_Disabled_No,FCG_Acceptable,0.8391950746991289,343.2
15,R1,HH_Disabled,HH_Disabled_Yes,FCG_Acceptable,0.7000766040667907,73.8
16,R1,dep_ratio_cat,dep_ratio_cat_High,FCG_Acceptable,0.8625138559074719,124.2
17,R1,dep_ratio_cat,dep_ratio_cat_Low,FCG_Acceptable,0.8041274158959408,162.7
18,R1,dep_ratio_cat,dep_ratio_cat_Moderate,FCG_Acceptable,0.7879219682124138,129.1
19,R1,dep_ratio_cat,dep_ratio_cat_nan,FCG_Acceptable,0.0,1.0
20,R1,HHHEdu,HHHEdu_None,FCG_Acceptable,0.8926966283579872,10.3
21,R1,HHHEdu,HHHEdu_Primary,FCG_Acceptable,0.6339490736131981,57.7
22,R1,HHHEdu,HHHEdu_Secondary,FCG_Acceptable,0.7953928289576292,190.0
23,R1,HHHEdu,HHHEdu_Tertiary,FCG_Acceptable,0.8901340578416042,147.7
24,R1,HHHEdu,HHHEdu_Vocational,FCG_Acceptable,1.0,11.3
25,R1,HDwellCond,HDwellCond_Do not own but live for free,FCG_Acceptable,0.8416225193174669,43.9
26,R1,HDwellCond,HDwellCond_Other,FCG_Acceptable,1.0,1.0
27,R1,HDwellCond,HDwellCond_Own,FCG_Acceptable,0.7912970539536333,297.6
28,R1,HDwellCond,HDwellCond_Rent,FCG_Acceptable,0.8890895332577737,74.4
29,R1,CARI_inc_cat,CARI_inc_cat_Informal,FCG_Acceptable,0.9168738880210838,36.7
30,R1,CARI_inc_cat,CARI_inc_cat_None,FCG_Acceptable,1.0,2.0
31,R1,CARI_inc_cat,CARI_inc_cat_Regular,FCG_Acceptable,0.8036938913983139,378.4
32,R1,HH_Inc_Reduced,HH_Inc_Reduced_No,FCG_Acceptable,0.8194779044187843,189.7
33,R1,HH_Inc_Reduced,HH_Inc_Reduced_Yes,FCG_Acceptable,0.8104764469329474,227.3
34,R1,HHFarm,HHFarm_No,FCG_Acceptable,0.8161199958053637,344.8
35,R1,HHFarm,HHFarm_Yes,FCG_Acceptable,0.8071814352918854,72.2
36,R1,HHIll,HHIll_No,FCG_Acceptable,0.7960434424495851,323.9
37,R1,HHIll,HHIll_Yes,FCG_Acceptable,0.8790404940030586,93.1
38,R1,Food_SRf1,Food_SRf1_Exchange labor,FCG_Acceptable,0.6503740190865691,8.6
39,R1,Food_SRf1,Food_SRf1_Food assistance_Govt,FCG_Acceptable,0.6445195040858019,3.0
40,R1,Food_SRf1,Food_SRf1_Gift from family_friends,FCG_Acceptable,0.6708692885807749,9.2
41,R1,Food_SRf1,Food_SRf1_Market_grocery,FCG_Acceptable,0.8751335598726112,174.3
42,R1,Food_SRf1,Food_SRf1_Other,FCG_Acceptable,1.0,1.1
43,R1,Food_SRf1,Food_SRf1_Own production,FCG_Acceptable,0.7805886879855168,220.8
44,R1,HHRemitt_YN,HHRemitt_YN_No,FCG_Acceptable,0.9550543311523292,22.5
45,R1,HHRemitt_YN,HHRemitt_YN_None before COVID,FCG_Acceptable,0.8080499404504126,322.1
46,R1,HHRemitt_YN,HHRemitt_YN_Yes,FCG_Acceptable,0.7998785686515592,72.4
47,R1,HHBorrow,HHBorrow_No,FCG_Acceptable,0.8052842376834783,366.6
48,R1,HHBorrow,HHBorrow_Yes,FCG_Acceptable,0.8821334453963081,50.4
49,R1,Total,Total_Total,FCG_Borderline,0.18289876283807027,417.0
50,R1,Division,Division_Central/Eastern,FCG_Borderline,0.16534647422378243,192.9
51,R1,Division,Division_Northern,FCG_Borderline,0.3596596502988777,66.9
52,R1,Division,Division_Western,FCG_Borderline,0.12923170711301954,157.3
53,R1,PrefLang,PrefLang_English,FCG_Borderline,0.11682779578042213,272.9
54,R1,PrefLang,PrefLang_Fijian,FCG_Borderline,0.3164253218681445,137.1
55,R1,PrefLang,PrefLang_Hindi,FCG_Borderline,0.14461360570749074,7.0
56,R1,Rural,Rural_Rural,FCG_Borderline,0.2785123690764637,201.4
57,R1,Rural,Rural_Urban,FCG_Borderline,0.0935653449480124,215.6
58,R1,HHHSex,HHHSex_Female,FCG_Borderline,0.1750662060511053,77.6
59,R1,HHHSex,HHHSex_Male,FCG_Borderline,0.1852652541410488,338.3
60,R1,HHHSex,HHHSex_Other,FCG_Borderline,0.0,1.1
61,R1,HH_04,HH_04_No,FCG_Borderline,0.17774687224533567,286.4
62,R1,HH_04,HH_04_Yes,FCG_Borderline,0.19420188730435273,130.6
63,R1,HH_Disabled,HH_Disabled_No,FCG_Borderline,0.15773201079837015,343.2
64,R1,HH_Disabled,HH_Disabled_Yes,FCG_Borderline,0.2999233959332094,73.8
65,R1,dep_ratio_cat,dep_ratio_cat_High,FCG_Borderline,0.13748614409252818,124.2
66,R1,dep_ratio_cat,dep_ratio_cat_Low,FCG_Borderline,0.18938883190927186,162.7
67,R1,dep_ratio_cat,dep_ratio_cat_Moderate,FCG_Borderline,0.2120780317875863,129.1
68,R1,dep_ratio_cat,dep_ratio_cat_nan,FCG_Borderline,1.0,1.0
69,R1,HHHEdu,HHHEdu_None,FCG_Borderline,0.1073033716420127,10.3
70,R1,HHHEdu,HHHEdu_Primary,FCG_Borderline,0.3477648396192829,57.7
71,R1,HHHEdu,HHHEdu_Secondary,FCG_Borderline,0.20460717104237067,190.0
72,R1,HHHEdu,HHHEdu_Tertiary,FCG_Borderline,0.10986594215839603,147.7
73,R1,HHHEdu,HHHEdu_Vocational,FCG_Borderline,0.0,11.3
74,R1,HDwellCond,HDwellCond_Do not own but live for free,FCG_Borderline,0.15837748068253313,43.9
75,R1,HDwellCond,HDwellCond_Other,FCG_Borderline,0.0,1.0
76,R1,HDwellCond,HDwellCond_Own,FCG_Borderline,0.20515931125978595,297.6
77,R1,HDwellCond,HDwellCond_Rent,FCG_Borderline,0.1109104667422263,74.4
78,R1,CARI_inc_cat,CARI_inc_cat_Informal,FCG_Borderline,0.08312611197891591,36.7
79,R1,CARI_inc_cat,CARI_inc_cat_None,FCG_Borderline,0.0,2.0
80,R1,CARI_inc_cat,CARI_inc_cat_Regular,FCG_Borderline,0.19351882726249858,378.4
81,R1,HH_Inc_Reduced,HH_Inc_Reduced_No,FCG_Borderline,0.17496390928934896,189.7
82,R1,HH_Inc_Reduced,HH_Inc_Reduced_Yes,FCG_Borderline,0.1895235530670525,227.3
83,R1,HHFarm,HHFarm_No,FCG_Borderline,0.18082133549582782,344.8
84,R1,HHFarm,HHFarm_Yes,FCG_Borderline,0.19281856470811456,72.2
85,R1,HHIll,HHIll_No,FCG_Borderline,0.20070065801541498,323.9
86,R1,HHIll,HHIll_Yes,FCG_Borderline,0.12095950599694133,93.1
87,R1,Food_SRf1,Food_SRf1_Exchange labor,FCG_Borderline,0.34962598091343094,8.6
88,R1,Food_SRf1,Food_SRf1_Food assistance_Govt,FCG_Borderline,0.35548049591419795,3.0
89,R1,Food_SRf1,Food_SRf1_Gift from family_friends,FCG_Borderline,0.3291307114192253,9.2
90,R1,Food_SRf1,Food_SRf1_Market_grocery,FCG_Borderline,0.1248664401273889,174.3
91,R1,Food_SRf1,Food_SRf1_Other,FCG_Borderline,0.0,1.1
92,R1,Food_SRf1,Food_SRf1_Own production,FCG_Borderline,0.2146359768919397,220.8
93,R1,HHRemitt_YN,HHRemitt_YN_No,FCG_Borderline,0.04494566884767083,22.5
94,R1,HHRemitt_YN,HHRemitt_YN_None before COVID,FCG_Borderline,0.18867591848991117,322.1
95,R1,HHRemitt_YN,HHRemitt_YN_Yes,FCG_Borderline,0.20012143134844068,72.4
96,R1,HHBorrow,HHBorrow_No,FCG_Borderline,0.19183905117347563,366.6
97,R1,HHBorrow,HHBorrow_Yes,FCG_Borderline,0.1178665546036917,50.4
98,R1,Total,Total_Total,FCG_Poor,0.0025290329076327204,417.0
99,R1,Division,Division_Central/Eastern,FCG_Poor,0.005468417812156651,192.9
100,R1,Division,Division_Northern,FCG_Poor,0.0,66.9
101,R1,Division,Division_Western,FCG_Poor,0.0,157.3
102,R1,PrefLang,PrefLang_English,FCG_Poor,0.0038638347036263707,272.9
103,R1,PrefLang,PrefLang_Fijian,FCG_Poor,0.0,137.1
104,R1,PrefLang,PrefLang_Hindi,FCG_Poor,0.0,7.0
105,R1,Rural,Rural_Rural,FCG_Poor,0.005235858217864646,201.4
106,R1,Rural,Rural_Urban,FCG_Poor,0.0,215.6
107,R1,HHHSex,HHHSex_Female,FCG_Poor,0.0,77.6
108,R1,HHHSex,HHHSex_Male,FCG_Poor,0.0031169519792595387,338.3
109,R1,HHHSex,HHHSex_Other,FCG_Poor,0.0,1.1
110,R1,HH_04,HH_04_No,FCG_Poor,0.0036817496528491513,286.4
111,R1,HH_04,HH_04_Yes,FCG_Poor,0.0,130.6
112,R1,HH_Disabled,HH_Disabled_No,FCG_Poor,0.003072914502500787,343.2
113,R1,HH_Disabled,HH_Disabled_Yes,FCG_Poor,0.0,73.8
114,R1,dep_ratio_cat,dep_ratio_cat_High,FCG_Poor,0.0,124.2
115,R1,dep_ratio_cat,dep_ratio_cat_Low,FCG_Poor,0.006483752194787669,162.7
116,R1,dep_ratio_cat,dep_ratio_cat_Moderate,FCG_Poor,0.0,129.1
117,R1,dep_ratio_cat,dep_ratio_cat_nan,FCG_Poor,0.0,1.0
118,R1,HHHEdu,HHHEdu_None,FCG_Poor,0.0,10.3
119,R1,HHHEdu,HHHEdu_Primary,FCG_Poor,0.018286086767518965,57.7
120,R1,HHHEdu,HHHEdu_Secondary,FCG_Poor,0.0,190.0
121,R1,HHHEdu,HHHEdu_Tertiary,FCG_Poor,0.0,147.7
122,R1,HHHEdu,HHHEdu_Vocational,FCG_Poor,0.0,11.3
123,R1,HDwellCond,HDwellCond_Do not own but live for free,FCG_Poor,0.0,43.9
124,R1,HDwellCond,HDwellCond_Other,FCG_Poor,0.0,1.0
125,R1,HDwellCond,HDwellCond_Own,FCG_Poor,0.0035436347865807644,297.6
126,R1,HDwellCond,HDwellCond_Rent,FCG_Poor,0.0,74.4
127,R1,CARI_inc_cat,CARI_inc_cat_Informal,FCG_Poor,0.0,36.7
128,R1,CARI_inc_cat,CARI_inc_cat_None,FCG_Poor,0.0,2.0
129,R1,CARI_inc_cat,CARI_inc_cat_Regular,FCG_Poor,0.0027872813391875773,378.4
130,R1,HH_Inc_Reduced,HH_Inc_Reduced_No,FCG_Poor,0.005558186291866831,189.7
131,R1,HH_Inc_Reduced,HH_Inc_Reduced_Yes,FCG_Poor,0.0,227.3
132,R1,HHFarm,HHFarm_No,FCG_Poor,0.003058668698808427,344.8
133,R1,HHFarm,HHFarm_Yes,FCG_Poor,0.0,72.2
134,R1,HHIll,HHIll_No,FCG_Poor,0.003255899534999773,323.9
135,R1,HHIll,HHIll_Yes,FCG_Poor,0.0,93.1
136,R1,Food_SRf1,Food_SRf1_Exchange labor,FCG_Poor,0.0,8.6
137,R1,Food_SRf1,Food_SRf1_Food assistance_Govt,FCG_Poor,0.0,3.0
138,R1,Food_SRf1,Food_SRf1_Gift from family_friends,FCG_Poor,0.0,9.2
139,R1,Food_SRf1,Food_SRf1_Market_grocery,FCG_Poor,0.0,174.3
140,R1,Food_SRf1,Food_SRf1_Other,FCG_Poor,0.0,1.1
141,R1,Food_SRf1,Food_SRf1_Own production,FCG_Poor,0.004775335122543513,220.8
142,R1,HHRemitt_YN,HHRemitt_YN_No,FCG_Poor,0.0,22.5
143,R1,HHRemitt_YN,HHRemitt_YN_None before COVID,FCG_Poor,0.0032741410596763194,322.1
144,R1,HHRemitt_YN,HHRemitt_YN_Yes,FCG_Poor,0.0,72.4
145,R1,HHBorrow,HHBorrow_No,FCG_Poor,0.0028767111430461146,366.6
146,R1,HHBorrow,HHBorrow_Yes,FCG_Poor,0.0,50.4
0,R1,Total,Total_Total,FG_VitA_Cat_1-6 days,0.04834858725800472,417.0
1,R1,Division,Division_Central/Eastern,FG_VitA_Cat_1-6 days,0.047810945892393666,192.9
2,R1,Division,Division_Northern,FG_VitA_Cat_1-6 days,0.06069009285225701,66.9
3,R1,Division,Division_Western,FG_VitA_Cat_1-6 days,0.04375793461858106,157.3
4,R1,PrefLang,PrefLang_English,FG_VitA_Cat_1-6 days,0.05540231140500104,272.9
5,R1,PrefLang,PrefLang_Fijian,FG_VitA_Cat_1-6 days,0.022217048150321335,137.1
6,R1,PrefLang,PrefLang_Hindi,FG_VitA_Cat_1-6 days,0.2851427938648102,7.0
7,R1,Rural,Rural_Rural,FG_VitA_Cat_1-6 days,0.050264290127152125,201.4
8,R1,Rural,Rural_Urban,FG_VitA_Cat_1-6 days,0.04655871349740173,215.6
9,R1,HHHSex,HHHSex_Female,FG_VitA_Cat_1-6 days,0.051038450285618424,77.6
10,R1,HHHSex,HHHSex_Male,FG_VitA_Cat_1-6 days,0.04788236473824321,338.3
11,R1,HHHSex,HHHSex_Other,FG_VitA_Cat_1-6 days,0.0,1.1
12,R1,HH_04,HH_04_No,FG_VitA_Cat_1-6 days,0.0455992327746874,286.4
13,R1,HH_04,HH_04_Yes,FG_VitA_Cat_1-6 days,0.054380605090582984,130.6
14,R1,HH_Disabled,HH_Disabled_No,FG_VitA_Cat_1-6 days,0.0470343894727054,343.2
15,R1,HH_Disabled,HH_Disabled_Yes,FG_VitA_Cat_1-6 days,0.05445956706964236,73.8
16,R1,dep_ratio_cat,dep_ratio_cat_High,FG_VitA_Cat_1-6 days,0.056823647092834335,124.2
17,R1,dep_ratio_cat,dep_ratio_cat_Low,FG_VitA_Cat_1-6 days,0.049669757886229196,162.7
18,R1,dep_ratio_cat,dep_ratio_cat_Moderate,FG_VitA_Cat_1-6 days,0.03890636919139348,129.1
19,R1,dep_ratio_cat,dep_ratio_cat_nan,FG_VitA_Cat_1-6 days,0.0,1.0
20,R1,HHHEdu,HHHEdu_None,FG_VitA_Cat_1-6 days,0.0,10.3
21,R1,HHHEdu,HHHEdu_Primary,FG_VitA_Cat_1-6 days,0.0706637678283586,57.7
22,R1,HHHEdu,HHHEdu_Secondary,FG_VitA_Cat_1-6 days,0.05297854262185546,190.0
23,R1,HHHEdu,HHHEdu_Tertiary,FG_VitA_Cat_1-6 days,0.04074775483327915,147.7
24,R1,HHHEdu,HHHEdu_Vocational,FG_VitA_Cat_1-6 days,0.0,11.3
25,R1,HDwellCond,HDwellCond_Do not own but live for free,FG_VitA_Cat_1-6 days,0.0699178931154242,43.9
26,R1,HDwellCond,HDwellCond_Other,FG_VitA_Cat_1-6 days,0.0,1.0
27,R1,HDwellCond,HDwellCond_Own,FG_VitA_Cat_1-6 days,0.05082110260590355,297.6
28,R1,HDwellCond,HDwellCond_Rent,FG_VitA_Cat_1-6 days,0.026409733227099066,74.4
29,R1,CARI_inc_cat,CARI_inc_cat_Informal,FG_VitA_Cat_1-6 days,0.08138347460715269,36.7
30,R1,CARI_inc_cat,CARI_inc_cat_None,FG_VitA_Cat_1-6 days,0.0,2.0
31,R1,CARI_inc_cat,CARI_inc_cat_Regular,FG_VitA_Cat_1-6 days,0.04539815271101605,378.4
32,R1,HH_Inc_Reduced,HH_Inc_Reduced_No,FG_VitA_Cat_1-6 days,0.026421075549126635,189.7
33,R1,HH_Inc_Reduced,HH_Inc_Reduced_Yes,FG_VitA_Cat_1-6 days,0.06665581428153027,227.3
34,R1,HHFarm,HHFarm_No,FG_VitA_Cat_1-6 days,0.046750770548772275,344.8
