GroupEnd/FreeResp,FreeResp
GroupMDDI/HHSchoolSituation,HHSchoolSituation
GroupMDDI/Hroom,Hroom
GroupFCSN/FCSPr,FCSPr
GroupFCSN/FCSFat,FCSFat
GroupHouseholdInfo/HHSizeF,HHSizeF
GroupMDDI/Food_SRf1,Food_SRf1
GroupLCSI/LhCSIBegged,LhCSIBegged
GroupLCSI/LhCSIProdAsset,LhCSIProdAsset
GroupLivelihoods/HHIncRedWhy,HHIncRedWhy
GroupHouseholdInfo/HHHSex,HHHSex
GroupMDDI/FoodConstr,FoodConstr
GroupMDDI/RESPWorryRsns_oth,RESPWorryRsns_oth
GroupMDDI/HWaterConstr,HWaterConstr
GroupHouseholdInfo/HHDisabledType,HHDisabledType
GroupLCSI/LhCSISaving,LhCSISaving
GroupLivelihoods/HHIncFirst_oth,HHIncFirst_oth
GroupIntro/CallBackDate,CallBackDate
GroupHouseholdInfo/HHBreastfedM,HHBreastfedM
GroupMDDI/Food_SRf1_oth,Food_SRf1_oth
GroupMDDI/FoodConstr_oth,FoodConstr_oth
GroupDeb/HHDebtPaidWhen,HHDebtPaidWhen
GroupDeb/HHBorrowWhy,HHBorrowWhy
GroupHouseholdInfo/RESPAgeGrp,RESPAgeGrp
GroupPreregistry/CallStatus,CallStatus
SvyDate,SvyDate
GroupEnd/HHRecommendations,HHRecommendations
GroupMDDI/HHENHealthMedPrb,HHENHealthMedPrb
GroupHouseholdInfo/HHSize2554Oth,HHSize2554Oth
GroupHouseholdInfo/HHSize1524Oth,HHSize1524Oth
GroupHouseholdInfo/HHSize5564Oth,HHSize5564Oth
GroupHouseholdInfo/HHSize0514Oth,HHSize0514Oth
GroupHouseholdInfo/HHSize65aboveOth,HHSize65aboveOth
GroupLivelihoods/HHIncIncrWhy,HHIncIncrWhy
GroupMDDI/HHENHealthMedPrb_oth,HHENHealthMedPrb_oth
GroupLivelihoods/HHIncRedWhy_oth,HHIncRedWhy_oth
GroupDeb/HHBorrowWhy_oth,HHBorrowWhy_oth
GroupMDDI/HDwellCond_oth,HDwellCond_oth
GroupLivelihoods/HHIncIncrWhy_oth,HHIncIncrWhy_oth
